review_id,product_id,customer_id,review_dates,ratings,review_texts
190,190,190,2023-08-27,1,Cras non velit nec nisi vulputate nonummy.
191,191,191,2024-08-01,2,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
192,192,192,2023-12-26,4,Nulla tellus.
193,193,193,2024-06-24,4,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque."
194,194,194,2024-02-21,5,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
195,195,195,2024-05-27,5,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.
196,196,196,2024-05-05,2,Nulla ut erat id mauris vulputate elementum.
197,197,197,2024-08-02,2,Nullam molestie nibh in lectus. Pellentesque at nulla.
198,198,198,2024-05-23,3,Phasellus sit amet erat. Nulla tempus.
199,199,199,2023-09-09,5,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
200,200,200,2023-10-21,5,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.
201,201,201,2024-07-15,4,Nulla suscipit ligula in lacus.
202,202,202,2024-07-13,5,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est."
203,203,203,2023-12-20,2,Vivamus tortor.
204,204,204,2024-07-08,1,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
205,205,205,2024-07-05,1,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.
206,206,206,2024-03-06,1,Integer tincidunt ante vel ipsum.
207,207,207,2024-05-20,5,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
208,208,208,2024-02-11,4,Aenean lectus. Pellentesque eget nunc.
209,209,209,2024-02-09,4,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.
210,210,210,2024-06-15,1,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
211,211,211,2024-01-26,1,Phasellus sit amet erat. Nulla tempus.
212,212,212,2024-04-09,3,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus."
213,213,213,2024-01-16,1,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat."
214,214,214,2024-03-23,3,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
215,215,215,2024-01-05,1,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.
216,216,216,2024-02-07,2,Aenean sit amet justo.
217,217,217,2023-11-29,1,Proin eu mi.
218,218,218,2024-01-08,4,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
219,219,219,2024-08-10,2,Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.
220,220,220,2024-05-13,5,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.
221,221,221,2023-11-26,4,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.
222,222,222,2023-08-23,1,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus."
223,223,223,2024-06-30,3,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
224,224,224,2024-02-26,1,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
225,225,225,2023-09-04,2,Nam tristique tortor eu pede.
226,226,226,2024-01-11,5,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
227,227,227,2024-05-30,4,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
228,228,228,2024-05-03,1,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
229,229,229,2024-03-26,3,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.
230,230,230,2023-12-26,2,Donec semper sapien a libero. Nam dui.
231,231,231,2023-12-21,1,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
232,232,232,2024-07-21,4,Maecenas tincidunt lacus at velit.
233,233,233,2024-01-30,1,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc."
234,234,234,2024-02-29,5,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante."
235,235,235,2024-04-22,2,Aliquam quis turpis eget elit sodales scelerisque.
236,236,236,2023-10-25,4,Nunc rhoncus dui vel sem.
237,237,237,2024-02-14,5,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue."
238,238,238,2024-05-28,1,"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
239,239,239,2023-08-26,2,Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.
240,240,240,2023-09-20,4,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.
241,241,241,2024-01-10,5,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
242,242,242,2024-02-05,5,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis."
243,243,243,2023-11-17,3,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.
244,244,244,2024-05-19,4,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
245,245,245,2024-02-11,3,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
246,246,246,2024-02-27,4,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
247,247,247,2024-01-26,2,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
248,248,248,2023-11-13,3,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
249,249,249,2024-03-21,2,Duis at velit eu est congue elementum.
250,250,250,2023-11-05,1,Vivamus tortor.
251,251,251,2024-06-17,4,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
252,252,252,2023-10-08,5,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
253,253,253,2024-02-25,1,Curabitur convallis.
254,254,254,2024-01-17,3,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam."
255,255,255,2024-05-26,3,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla."
256,256,256,2024-02-12,2,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
257,257,257,2024-07-17,1,Suspendisse potenti. In eleifend quam a odio.
258,258,258,2023-11-14,4,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
259,259,259,2024-07-24,4,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
260,260,260,2024-02-28,1,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.
261,261,261,2024-07-11,3,In hac habitasse platea dictumst.
262,262,262,2023-12-20,5,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
263,263,263,2023-11-18,3,Morbi a ipsum.
264,264,264,2023-11-14,2,Morbi a ipsum.
265,265,265,2024-06-14,2,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue."
266,266,266,2023-09-06,1,Morbi ut odio.
267,267,267,2024-01-06,3,Duis consequat dui nec nisi volutpat eleifend.
268,268,268,2023-10-09,4,Proin risus.
269,269,269,2023-12-21,2,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
270,270,270,2024-03-31,3,Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.
271,271,271,2023-11-29,4,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla."
272,272,272,2024-02-26,2,Nunc purus. Phasellus in felis.
273,273,273,2024-01-28,1,"Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
274,274,274,2024-03-06,1,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
275,275,275,2024-01-08,2,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
276,276,276,2024-08-12,5,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
277,277,277,2024-05-03,4,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam."
278,278,278,2024-01-16,5,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo."
279,279,279,2023-09-23,2,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
280,280,280,2024-07-12,5,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.
281,281,281,2023-09-09,3,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est."
282,282,282,2024-02-21,1,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum."
283,283,283,2024-04-08,5,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
284,284,284,2024-02-28,2,Morbi non lectus.
285,285,285,2023-11-26,4,In hac habitasse platea dictumst.
286,286,286,2024-04-05,5,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.
287,287,287,2024-03-02,2,Etiam justo.
288,288,288,2024-03-02,3,Maecenas tincidunt lacus at velit.
289,289,289,2024-02-13,2,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque."
290,290,290,2024-03-26,3,Proin eu mi.
291,291,291,2024-02-18,1,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique."
292,292,292,2023-09-17,1,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc."
293,293,293,2023-11-11,2,Phasellus in felis. Donec semper sapien a libero.
294,294,294,2024-03-04,1,Duis bibendum.
295,295,295,2024-01-07,3,Vestibulum sed magna at nunc commodo placerat.
296,296,296,2024-03-12,4,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.
297,297,297,2024-06-08,5,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio."
298,298,298,2023-11-27,3,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis."
299,299,299,2023-11-02,4,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
300,300,300,2023-12-11,3,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
301,301,301,2024-04-10,2,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
302,302,302,2023-11-19,2,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
303,303,303,2023-09-05,5,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
304,304,304,2024-04-26,3,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl."
305,305,305,2024-01-29,3,Aenean lectus. Pellentesque eget nunc.
306,306,306,2024-07-01,2,Ut tellus.
307,307,307,2024-01-19,2,Nulla nisl. Nunc nisl.
308,308,308,2024-06-22,2,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis."
309,309,309,2024-08-19,1,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
310,310,310,2024-08-18,3,Sed accumsan felis.
311,311,311,2024-05-27,3,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
312,312,312,2024-08-12,1,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat."
313,313,313,2024-06-23,1,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
314,314,314,2023-11-14,4,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
315,315,315,2024-02-17,2,Morbi non quam nec dui luctus rutrum. Nulla tellus.
316,316,316,2023-10-15,1,In congue.
317,317,317,2023-09-19,5,Morbi quis tortor id nulla ultrices aliquet.
318,318,318,2024-03-23,3,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh."
319,319,319,2024-04-25,5,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
320,320,320,2024-01-10,4,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.
321,321,321,2024-02-19,4,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
322,322,322,2023-12-03,1,Nulla nisl.
323,323,323,2024-04-04,1,Proin risus. Praesent lectus.
324,324,324,2023-09-29,5,Donec vitae nisi.
325,325,325,2024-05-08,1,Pellentesque ultrices mattis odio. Donec vitae nisi.
326,326,326,2024-04-04,2,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue."
327,327,327,2024-04-28,3,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla."
328,328,328,2024-01-05,4,Duis at velit eu est congue elementum.
329,329,329,2024-04-23,4,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
330,330,330,2023-09-28,5,"Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
331,331,331,2023-10-16,3,Integer non velit.
332,332,332,2023-09-03,4,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.
333,333,333,2023-11-22,4,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.
334,334,334,2024-03-30,5,Nulla facilisi.
335,335,335,2023-11-13,4,In hac habitasse platea dictumst. Etiam faucibus cursus urna.
336,336,336,2024-03-05,3,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
337,337,337,2024-05-04,2,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices."
338,338,338,2023-08-24,3,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
339,339,339,2023-09-12,4,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
340,340,340,2023-10-11,3,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis."
341,341,341,2024-07-22,3,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
342,342,342,2024-01-18,5,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
343,343,343,2023-11-19,4,Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
344,344,344,2023-09-13,4,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue."
345,345,345,2023-10-24,1,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
346,346,346,2023-12-13,3,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.
347,347,347,2023-12-05,5,Maecenas rhoncus aliquam lacus.
348,348,348,2024-01-20,2,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio."
349,349,349,2024-06-20,3,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.
350,350,350,2024-07-08,5,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante."
351,351,351,2024-06-25,3,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor."
352,352,352,2024-02-10,4,Nulla ac enim.
353,353,353,2023-09-06,1,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis."
354,354,354,2023-12-10,2,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
355,355,355,2024-03-25,2,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci."
356,356,356,2023-10-10,4,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus.
357,357,357,2023-11-08,5,Quisque id justo sit amet sapien dignissim vestibulum.
358,358,358,2023-11-04,3,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy."
359,359,359,2023-09-21,4,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus."
360,360,360,2023-09-18,3,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
361,361,361,2024-07-24,2,Duis at velit eu est congue elementum.
362,362,362,2024-08-05,4,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum."
363,363,363,2023-11-21,3,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
364,364,364,2024-01-07,2,Praesent blandit. Nam nulla.
365,365,365,2024-03-13,2,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus."
366,366,366,2023-11-07,3,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
367,367,367,2024-04-05,5,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
368,368,368,2023-12-26,1,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.
369,369,369,2023-12-29,1,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
370,370,370,2024-06-28,4,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
371,371,371,2024-08-16,5,Aenean lectus. Pellentesque eget nunc.
372,372,372,2024-02-26,1,Duis bibendum. Morbi non quam nec dui luctus rutrum.
373,373,373,2024-08-16,5,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
374,374,374,2024-03-29,4,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
375,375,375,2023-11-22,1,Morbi a ipsum. Integer a nibh.
376,376,376,2024-02-13,1,In congue.
377,377,377,2023-11-01,1,Morbi non quam nec dui luctus rutrum. Nulla tellus.
378,378,378,2023-12-29,5,Nulla mollis molestie lorem.
379,379,379,2024-02-11,4,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat."
380,380,380,2024-04-06,5,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.
381,381,381,2024-07-19,5,Pellentesque ultrices mattis odio.
382,382,382,2024-05-21,4,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.
383,383,383,2024-02-05,1,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat."
384,384,384,2024-04-10,2,Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
385,385,385,2023-12-17,2,Nunc purus. Phasellus in felis. Donec semper sapien a libero.
386,386,386,2024-06-27,4,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue."
387,387,387,2023-08-20,4,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.
